timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-10-16T18:14:29,codecarbon,2f1a2891-b186-4add-9cb7-deb71431c8c7,0.1592001914978027,8.934744286469013e-08,5.612269810989725e-07,42.5,0.0,5.899106025695801,1.2740828924708895e-06,0,5.174353377469742e-08,1.3258264262455873e-06,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
,codecarbon,d6b242a8-e2cd-476a-bb73-dcf2f64c3987,0.0205881595611572,1.6601047127913965e-08,8.0633954087059e-07,42.5,0.0,5.899106025695801,2.3075739542643242e-07,0,1.5585491172676786e-08,2.463428865991091e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:29:26,codecarbon,f5de9c0d-83f0-43ca-9e6d-2e8cd1b24f9c,0.0199978351593017,1.712621561294264e-08,8.564034795024592e-07,42.5,0.0,5.899106025695801,2.3608555396397922e-07,0,1.805030614794608e-08,2.541358601119252e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:29:43,codecarbon,c89c3263-d374-4ae2-8f2b-a0b30dc5bcd7,0.0188901424407959,1.5878879694385726e-08,8.405907866577577e-07,42.5,0.0,5.899106025695801,2.1986183192994861e-07,0,1.576481437344531e-08,2.356266463033941e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:31:47,codecarbon,b60199e1-a755-4166-8ebc-e1215c532ead,0.0189926624298095,1.6202650287959833e-08,8.531005248916166e-07,42.5,0.0,5.899106025695801,2.2421893146302965e-07,0,1.6212145669480074e-08,2.404310771325097e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:32:18,codecarbon,0621e40e-fa00-41b7-9c24-264152636ac4,0.0222232341766357,1.7808649770408727e-08,8.013527477081504e-07,42.5,0.0,5.899106025695801,2.449967794948154e-07,0,1.926571895315495e-08,2.642624984479704e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:33:15,codecarbon,36c32bd9-275c-438e-91b6-1ddc0d90ce05,0.0224349498748779,1.8351863602492524e-08,8.180033253848479e-07,42.5,0.0,5.899106025695801,2.53592762682173e-07,0,1.873048412733169e-08,2.723232468095047e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:33:45,codecarbon,683d5d02-5d97-4cbe-8433-0e2e16488da0,0.0225636959075927,1.842912937212811e-08,8.167602261439198e-07,42.5,0.0,5.899106025695801,2.545525630315145e-07,0,1.8917230292837912e-08,2.734697933243524e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:34:43,codecarbon,f581ddad-6982-4ffa-b80e-abf3210efea8,0.0279059410095214,2.2997164342626445e-08,8.240956409525782e-07,42.5,0.0,5.899106025695801,3.176545103391012e-07,0,2.3600339677614104e-08,3.412548500167153e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:36:55,codecarbon,e7263eec-292c-4212-88ea-6b584130f5a4,0.0180022716522216,1.4610734270263824e-08,8.116050325493615e-07,42.5,0.0,5.899106025695801,2.018845743603177e-07,0,1.4924065946312722e-08,2.168086403066304e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:37:05,codecarbon,2bbd3673-7ec1-4b23-b500-40dff45470f3,0.0214650630950927,1.8289610959362283e-08,8.5206416018146e-07,42.5,0.0,5.899106025695801,2.53406994872623e-07,0,1.799248515946298e-08,2.71399480032086e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:37:27,codecarbon,cb052a63-a0ce-489e-ac4a-3b6b182e6bc3,0.0185191631317138,1.5786927205932914e-08,8.524643955912873e-07,42.5,0.0,5.899106025695801,2.186290091938443e-07,0,1.5633154419939878e-08,2.3426216361378413e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:38:10,codecarbon,4e89311c-256a-403f-8798-a1c61feff00f,0.0186071395874023,1.5025871126164707e-08,8.075325632714511e-07,42.5,0.0,5.899106025695801,2.081866065661113e-07,0,1.4782248251587289e-08,2.2296885481769857e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
2023-10-16T03:40:50,codecarbon,c8624668-7e95-4e64-a10b-b3272d8b4020,0.0219604969024658,1.7826844607506222e-08,8.117687266677716e-07,42.5,0.0,5.899106025695801,2.474342783292135e-07,0,1.7098213249748065e-08,2.645324915789616e-07,France,FRA,île-de-france,,,Windows-10-10.0.22621-SP0,3.11.6,2.3.1,16,12th Gen Intel(R) Core(TM) i7-1260P,,,2.2875,48.9119,15.730949401855469,machine,N,1.0
